version,publishedtime,url,length of content,md5
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-bill-de-blasio-20200329-ebyymp5jknel7dy63ymjeb4mdu-story.html,6362,E5C056B7A4EDC7D0B32F5341F84294B8
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-pregnant-women-pass-covid-baby-possible-20200329-ka532ob3ibg6dllosgprvc55xy-story.html,5986,E1FE41F710C7A988483143C9C13E7BB1
version1.0,30/03/2020 11:42,https://hub.jhu.edu/2020/03/20/sars-cov-2-survive-on-surfaces/,6795,E91BC1D9CFD08502C30199CCE3394B3E
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ct-chicago-cubs-home-opener-honor-doctors-nurses-20200330-rukhkw2lfrdcjc6krqcaaaryzq-story.html#nt=latestnews&rt=chartbeat-flt,5996,8243594BEA5AF43BDFF2A0C64B15D935
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-nypd-shea-20200329-sxyln7lghvc75loosbkhhczrom-story.html,7341,CBF46C64C8206B0354BDCAC78C90B70D
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-new-york-city-playgrounds-corey-johnson-20200326-uwxbbfthfvfl5pd453cw2a36dm-story.html,5651,861857AF519F9C987A151F2292ECD4E0
version2.0,21/03/2020 11:51,https://finance.yahoo.com/news/heres-how-the-coronavirus-divides-us-115123734.html,11475,7325BB12AA8E07B5F0A982A81967EA21
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-pregnant-ems-keep-working-20200330-yyd5tabt7ngyjarptmhyojmqm4-story.html,7632,EE9564C76FD9BD73252AE64587E3E6C2
version1.0,30/03/2020 11:42,https://hub.jhu.edu/2020/03/06/covid-19-coronavirus-expert-testimony-to-congress/,11017,9195AB5EB1D5BAA3D79AB31B5A27092A
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-20200326-6t3yhvlwavfcdj5bc5fs3ytcnm-story.html,5299,F3B540809B4D286D9A21069879DEF06E
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-cbs-news-dead-mercader-20200329-rdbkqruaurauvkwbvtgsx7ttrm-story.html,5127,0140D8A245469215B4D450A181FC8F99
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-nancy-pelosi-donald-trump-20200329-ljsctfdq4nhvnbhlgfw4ckapny-story.html,4953,62ABB99D7B31103415A3CF233C6D5813
version2.0,30/03/2020 11:42,https://news.yahoo.com/coronavirus/,3051,380FFFE3A47EA1B4CF196A26E743A232
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-iran-alcohol-20200328-nzjbp6lspjaafnfbhmsoa7lie4-story.html#nt=tertiarynavbar&nt=ticker,8400,E5D7BEFD0AF022601FB344851C2CCD8F
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-boosts-nyc-ems-runs-20200326-krjx7asnyvfz7n6bc4zpj5m2my-story.html,7579,D5515347BE1A2D66C669E51547ED4E03
version2.0,30/03/2020 11:42,https://www.nydailynews.com/news/world/ny-german-finance-minister-commits-suicide-coronavirus-economy-20200329-bnrvo77ulnd7pcmwhiq5tzpexi-story.html#nt=tertiarynavbar&nt=ticker,4666,02944972FF0C614FE3FCE5DD378D2002
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-i-love-rock-n-roll-co-author-alan-merill-dies-of-coronavirus-20200330-z7isjazg4nb7nhkndrgkm42bke-story.html#nt=tertiarynavbar&nt=ticker,6813,E55BCFA4B2780DFA4F6536D0817C9FF4
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-nyc-community-bulletin-board-20200328-vo3v3vscqfamjdlwlmmduz2gg4-story.html,6343,B189C12AB852BAC014F4FCA2B708765B
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-spain-death-toll-20200329-f2pxi7snpvbv3kv5wnbocifcru-story.html,5798,83039DB8CB279CEB984B6EE0F9320F3F
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-mta-foye-covid-worker-tests-20200329-spteitiex5dfdhex4bsddx6fry-story.html,6196,84BA0F57C199B15551197A9E0A5168A5
version1.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-maryland-pleasant-view-nursing-home-20200329-y3ey4cec3falpaearl47htwiya-story.html#nt=interstitial-manual,5997,9A6C5CB94A45D74AC0B38371C9BC05C0
version2.0,30/03/2020 15:21,https://news.yahoo.com/coronavirus-fears-spur-amazon-workers-224720358.html,9045,C8AD10E9C4A10B603A6256E430845DE6
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-fdny-ambulance-mechanic-dies-20200329-tjfnlsfapvggballrtuo2whfde-story.html,4322,D2E93C009CA09AF76CB9B2580BE5295F
version1.0,30/03/2020 11:42,https://www.usatoday.com/story/opinion/2020/03/10/coronavirus-experts-what-do-and-u-s-response-pandemic/5013647002/,3070,8C9184BB43EEF2CE92199789875BB069
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-new-rochelle-garbuz-20200329-lksuqew64nesnnouir7pecx2ke-story.html,4577,1F759951B3EB5473DA7670A4E0E1FCC2
version2.0,30/03/2020 11:42,https://www.nydailynews.com/news/world/ny-canada-coronavirus-aid-package-coronavirus-20200318-vilfl2b4wza7rjxv4m4neupaei-story.html#nt=latestnews&rt=chartbeat-flt,5037,EFDE953237B168F12FFC1D9BD95D17AE
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-elmhurst-hospital-13-deaths-one-day-20200326-b73edo4nabhrnmpvhjvggyxraa-story.html,4848,7283FE6BF3A08DBBADD3DBF0805ED81C
version2.0,30/03/2020 11:42,https://www.nydailynews.com/opinion/ny-oped-extend-the-lookback-window-20200330-uffzit55bnaf7iy2bvyg6voceq-story.html#nt=latestnews&rt=chartbeat-flt,8314,08FC590EB748E2455C82CA552B3E6004
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-joseph-lewinger-dies-20200330-z3ujfpfvnnaoblqotyngnzu43m-story.html#nt=tertiarynavbar&nt=ticker,6431,657CE3A5AEB1B66915B8D479990AD1BE
version2.0,30/03/2020 11:42,https://www.nydailynews.com/coronavirus/ny-coronavirus-deborah-birx-new-york-example-20200329-awy57byqpbalzgrlnqfbykvqj4-story.html,5532,9FDA039603EEAD927DFF9A8E263ADBBB
version2.0,28/03/2020 12:00,https://news.yahoo.com/what-will-everything-look-like-after-the-coronavirus-120021163.html,12235,513CBCF08D7192A794C7E9E0BB54CE4E
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-detroit-auto-show-hospital-20200329-lc7llvvvpjbgfefh5qxlkscb3q-story.html,5304,3955B91C1FB38B4A1039932C2F6949C3
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-mdc-release-500-petition-20200330-mtzp4rq6inf4xg4aopuuqfleyq-story.html#nt=interstitial-auto,6867,C1582B377CE258725D93851163E37D8E
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-placido-domingo-opera-20200322-2z4ir4py3vgr3fdrnvj5uhmsju-story.html#nt=interstitial-manual,5393,0F88B8B8257E28B8B0A089B7E119CEA3
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-louisiana-megachurch-once-again-holds-services-20200330-5x4yo7dqfnd27biksdsgxml574-story.html#nt=tertiarynavbar&nt=ticker,4823,755E0DAE9E3E6EDB4A142EE16D54E79D
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-nyc-street-closures-corey-johnson-mayor-de-blasio-20200326-jbzr4xoiz5cfppzhgaorecgruu-story.html,5549,3DC563586B8C5827C28050B57D49DF89
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-italy-death-toll-cases-20200329-h6kxvchdxvfrnothymaxxudvj4-story.html,4583,73DC22502D4F42D1A6AD60A26EC52BD4
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-rats-new-orleans-20200329-u4hm64glvzaotewxeaumztbdvy-story.html#nt=tertiarynavbar&nt=ticker,4867,24AA2B0C5AA7B25619681893C7419D87
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-death-toll-1000-united-states-20200326-5tq5dg6ckndbphjyx2x3m53cgi-story.html,5107,448EE9517BC1462445318408C706C854
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-joe-biden-economic-20200326-63vj4jb2svgbrjvhun47jg5lem-story.html,5575,82327ADE3BB29703EA31903BD9A2631D
version1.0,30/03/2020 11:43,https://hub.jhu.edu/2020/01/22/tom-inglesby-coronavirus-2499-em1-art1-qa-health/,11316,295854C3C2F9D3E1F3044B48E9DEDF24
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-ups-driver-n95-masks-20200329-ob4jlqz2qzdzdenr6xxnlmy4iq-story.html,7646,D2603B9BE022C1F784638038180B1B19
version2.0,30/03/2020 11:43,https://www.nydailynews.com/news/world/ny-german-finance-minister-commits-suicide-coronavirus-economy-20200329-bnrvo77ulnd7pcmwhiq5tzpexi-story.html#nt=related-content,4666,7D6C831549A3318B3801251D9213FA49
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-central-park-field-hospital-20200329-jv7on5bde5bt5mdx3yvglurx2a-story.html,6021,B85E1D295FBEFEFBEF410C5C7B67102F
version2.0,30/03/2020 11:43,https://www.nydailynews.com/opinion/ny-oped-extend-the-lookback-window-20200330-uffzit55bnaf7iy2bvyg6voceq-story.html#nt=interstitial-auto,8314,2FA9AD3854D400A1318D20798AC006A4
version1.0,30/03/2020 11:43,https://hub.jhu.edu/tags/coronavirus/articles/,3498,AB9247DC799B16934375DD1AB335238D
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-joseph-lewinger-dies-20200330-z3ujfpfvnnaoblqotyngnzu43m-story.html,6431,80048F49602FE96DDF116890B042DF94
version2.0,30/03/2020 11:43,https://www.nydailynews.com/news/world/ny-german-finance-minister-commits-suicide-coronavirus-economy-20200329-bnrvo77ulnd7pcmwhiq5tzpexi-story.html,4666,7D6C831549A3318B3801251D9213FA49
version1.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-maryland-man-party-bonfire-social-distancing-20200329-olezuhmc5zeelle7pz56fy4uom-story.html#nt=latestnews&rt=chartbeat-flt,5100,050B174EEAE5B250C35435659EF2323D
version1.0,22/01/2020 4:15,https://www.npr.org/2020/01/22/798383170/health-officials-in-china-say-9-dead-from-newly-identified-coronavirus,11810,EE93F26F1C01E7D0C0EF14673AFFC9FC
version2.0,30/03/2020 11:43,https://www.nydailynews.com/opinion/ny-edit-coronavirus-new-york-fund-20200330-mki2yhcux5ewna7axcr52hwbwy-story.html#nt=interstitial-auto,4611,6821889DDF4F4DFF58C61B35F0EFC8E4
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-new-york-city-victims-20200329-2l7izq7jtzecxg7eb627xx5xvi-story.html,9980,7A52C9F7A17A429E59D1F6463BA5EE6D
version2.0,30/03/2020 11:43,https://www.nydailynews.com/opinion/ny-oped-different-kind-of-safe-streets-20200329-wveyy56wzjeathc24unrbx6klq-story.html,7554,30FB4F6AD57A763CE11A5E0EF918ABED
version1.0,30/03/2020 11:43,https://hub.jhu.edu/2020/03/13/what-is-social-distancing/,8682,E34D73BC615053F15730B358F8270B86
version1.0,30/03/2020 11:43,https://hub.jhu.edu/2020/03/06/covid-19-coronavirus-impacts-global-supply-chain/,13297,3387AAFD5DE4194743E127FACD58A546
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-food-pantries-new-york-city-met-council-20200329-tlnefcxp5jgcnovtpi4hzphdsu-story.html,5843,9F28B580BA9A205C107A8A6558000335
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-102-year-old-italian-woman-survives-coronavirus-20200330-g5opa3wt7fgflagx52qyldvjki-story.html#nt=latestnews&rt=chartbeat-flt,4052,6A7E80E880423DCCEC75AF4F6CD85D26
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-tokyo-olympics-2021-summer-20200330-jrsj2fsy5ffo7cjuobf3oldmru-story.html,5331,F4EC891900ECD2CEB2FF8896802AC81D
version1.0,30/03/2020 11:43,https://hub.jhu.edu/2020/01/23/coronavirus-outbreak-mapping-tool-649-em1-art1-dtd-health/,5651,B09987A065DF592A318E71CA2376AE6A
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-deaths-united-states-fauci-20200329-qvrbgbncy5eprm35rrgnfgmatu-story.html,5278,8386F4533CD06034FAC793011A4A0782
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-cuomo-20200324-22lw3liwy5budcmvqzrfepinqu-story.html,11188,08CCAD53E69B1DFA643926C67FC76DCF
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-louisiana-edwards-staff-20200329-dge2pkyrezeibibgludeklbfii-story.html,4414,C527043BC2A85E005B41F9D898FAC666
version1.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-federal-inmate-prison-joones-20200329-6haje5gtyvftjpoabebkc7xefe-story.html#nt=latestnews&rt=chartbeat-flt,5158,5A8352285C755F10D4403A0137B8D2CC
version1.0,30/03/2020 11:43,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,31,1685976AE2D412F648DCAF387CE73B87
version2.0,30/03/2020 11:43,https://www.nydailynews.com/coronavirus/ny-coronavirus-ron-desantis-safer-at-home-florida-20200330-ecc7lpujffchxgcsidr7usu73u-story.html#nt=latestnews&rt=chartbeat-flt,5158,974FC2CEB94E0279BAF940299FCA4E7B
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-holland-america-cruise-florida-20200329-dngkdtqgjffmphfcgjry2eoxha-story.html,5508,A11A08321C0414DE3C2EC3290C7A95BB
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-de-blasio-dire-days-ahead-as-cases-surge-20200326-g4mid55qezhghpamildsa5szki-story.html,10231,A8EB04564030FE33F8C061A13F83DE14
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-hong-kong-men-jailed-breaching-quarantine-rules-20200330-pdlts7lzvff5viele4f4pl3xhm-story.html#nt=latestnews&rt=chartbeat-flt,5825,2AEF14E53E33957EC9A9BD60B0886352
version2.0,30/03/2020 11:44,https://www.nydailynews.com/news/world/ny-german-finance-minister-commits-suicide-coronavirus-economy-20200329-bnrvo77ulnd7pcmwhiq5tzpexi-story.html#nt=latestnews&rt=chartbeat-flt,4666,02944972FF0C614FE3FCE5DD378D2002
version2.0,30/03/2020 11:44,https://www.nydailynews.com/news/crime/ny-coronavirus-hong-kong-robbers-steal-hundreds-of-toilet-paper-rolls-20200217-pcomzuconfdfvm35v4aljog4tu-story.html#nt=interstitial-manual,5229,7AF95526E530EE189BC59A31D0F2129B
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-map-nyc-poor-neighborhood-20200328-rleikajgrneilinl5x3cpcxc6m-story.html#nt=tertiarynavbar&nt=ticker,5065,F79BD463BBF6630F814298825703BBA7
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-hong-kong-men-jailed-breaching-quarantine-rules-20200330-pdlts7lzvff5viele4f4pl3xhm-story.html#nt=interstitial-auto,5825,2AEF14E53E33957EC9A9BD60B0886352
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-nyc-us-world-updates-latest-20200326-pbzvl2tmevfl7ko6npzyhsnlaq-story.html#nt=interstitial-auto,29873,6C9040F0946CD458D8F1B6CF09A39829
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-placido-domingo-hospital-20200330-5bhuiroqw5ezjewcyz7cniob64-story.html#nt=latestnews&rt=chartbeat-flt,4955,89082A104C13F95CE52F6C5593F32137
version2.0,30/03/2020 11:44,https://www.nydailynews.com/opinion/ny-oped-we-cant-roll-back-bail-reform-now-20200330-x7s57bveq5fz3jou7cj2dvwbsa-story.html#nt=interstitial-auto,7653,A70407BF7927E49BB6F59162772CB84A
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-jon-bon-jovi-son-20200329-hmi7o7p6ebgnvhjplz3mh2lehe-story.html,4882,8CF4B1DE763323E8F08CA110F095D428
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/#nt=taxonomy-article,7835,4151503E4BA635949598CD014E979511
version1.0,30/03/2020 11:44,https://www.npr.org/podcasts/510355/coronavirusdaily,11184,9CA676FE5C0211D4BC17A0490DCB20B6
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-olympics-postponed-tokyo-20200324-fcws6uaw3bca5c2fyr32hjas5e-story.html#nt=interstitial-manual,6116,8579CE3F4AFEF8484CAEF387E86E520D
version1.0,18/03/2020 17:19,https://www.npr.org/2020/03/18/817677740/why-us-coronavirus-cases-are-about-to-rise-dramatically#,3957,CFCD14D9F1E12C00C17FEE1EA66937CE
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-hong-kong-men-jailed-breaching-quarantine-rules-20200330-pdlts7lzvff5viele4f4pl3xhm-story.html#nt=floating-rec-content,5825,CDDA8C678DC54F4753908DA4B849D811
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-dog-delivers-groceries-neighbor-20200330-exh7rd4jtfcxdffrhmvhp5e5ji-story.html#nt=interstitial-auto,4441,DA36AE4CD760FBD3E93CF294867179A1
version2.0,30/03/2020 15:40,https://news.yahoo.com/coronavirus-covid-19-news-and-live-updates-120246923.html,8696,B48E6E048AAD84C0B89FB35D55D3F344
version2.0,20/03/2020 15:25,https://www.nydailynews.com/coronavirus/ny-coronavirus-nbc-news-employee-dies-20200320-f5xtivjbybal3lr32hnjstwyca-story.html,5605,4A3986B38CC357343428EEC8EB9773E7
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-americans-abroad-travel-20200326-pkdg2qp3hvfqzasnbfl7idgr2e-story.html,5409,4502A795A22800E77E34DA9A9BB2BAAB
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-elderly-woman-struck-hospital-social-distancing-20200329-54ffdqhx4jgcncf5l3exa3ybkm-story.html#nt=tertiarynavbar&nt=ticker,6912,1BBA74DCD95A54C019DDE0FEEF4B9652
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-8-strains-world-mutations-informative-20200330-foz5jltqyvbu7kd3wxv3zrbw7i-story.html#nt=latestnews&rt=chartbeat-flt,5648,96BCA4B90EBB423B6C70E9DBC1AF30C4
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-900-cops-to-test-positive-20200330-7afzvsnom5gvdmaq4qbjfhu3oq-story.html,4709,CAB6EF7BC20A01E9D638950C9F8DD6C4
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-federal-inmate-prison-joones-20200329-6haje5gtyvftjpoabebkc7xefe-story.html,5158,3CB54E0EF1E080761D65C3E561544229
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-nypd-crowded-subway-spread-social-distancing-20200330-r3s6tbig6nedpgynucllx3hnda-story.html#nt=interstitial-auto,4884,B605EE77F38A1E49E60023D70291957F
version1.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-andy-cohen-watch-what-happens-live-20200330-yr4grotyffedrdg5ybebhp7dju-story.html#nt=interstitial-auto,4138,C00A9C05E6D3E984404D7BEEC3C5592D
version2.0,30/03/2020 11:44,https://www.nydailynews.com/coronavirus/ny-coronavirus-nyc-us-world-updates-latest-20200326-pbzvl2tmevfl7ko6npzyhsnlaq-story.html#nt=screamer,29873,4E7A967678B374815A72A30BC42A7BB1
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-queens-district-attorney-melinda-katz-tested-positive-20200330-aluklw2qvbeltbwv4hzmuj77nm-story.html,4690,DB5EEF6BD1CA3B37494D39D0F0BE7264
version1.0,30/03/2020 11:45,https://hub.jhu.edu/2020/03/23/how-to-self-quarantine-self-isolate/,7203,71A8569C564F2D61AF585141F408619F
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-ron-desantis-safer-at-home-florida-20200330-ecc7lpujffchxgcsidr7usu73u-story.html#nt=interstitial-auto,5158,7EF5AA36E468A3E042A4E2BD4D35D0F8
version2.0,30/03/2020 11:45,https://www.nydailynews.com/opinion/ny-oped-our-viral-awakening-20200329-ja4dvs2jinbn5gyzbl4nqoywyy-story.html#nt=latestnews&rt=chartbeat-flt,13786,095849BF7CFC3B066F323B0B4E256068
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-poll-fox-news-viewers-be-sleeping-20200329-wwnuxbma4zdd3lbfo6vpwvhadu-story.html,4841,56C6A95BDC0EE179856D175403749CF9
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-primary-election-delay-20200328-aibutrk6tbcz7o4azc3abvof5a-story.html,5121,D4C01C682635FAA88EADAA64A57F62CF
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-mta-chairman-pat-foye-positive-covid-19-20200328-ku7qifgu2rdi5o4dr5plntgp2i-story.html,5083,A95BDCBBFCCDCEDA84575AB114B27BEA
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-congress-relief-20200325-yp3yjjvrufet7lufz63fbayqte-story.html,11121,826DE5A652A35E19BA668F28B97AF74A
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-8-strains-world-mutations-informative-20200330-foz5jltqyvbu7kd3wxv3zrbw7i-story.html#nt=tertiarynavbar&nt=ticker,5648,96BCA4B90EBB423B6C70E9DBC1AF30C4
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-8-strains-world-mutations-informative-20200330-foz5jltqyvbu7kd3wxv3zrbw7i-story.html#nt=related-content,5648,96BCA4B90EBB423B6C70E9DBC1AF30C4
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-city-nyc-queens-20200328-2ixbv4hj7fb2pmiueltyyt2n4u-story.html,5684,3B702B2B1C9E3871039F7F2F825C7CE2
version1.0,18/03/2020 17:19,https://www.npr.org/2020/03/18/817677740/why-us-coronavirus-cases-are-about-to-rise-dramatically,3957,CFCD14D9F1E12C00C17FEE1EA66937CE
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-usns-comfort-construction-project-20200329-khqhngtowbhsrfjdgwf4gzpbfm-story.html,6776,09EBA9D09830DC8C9DC0E2BB814B2A97
version2.0,30/03/2020 11:45,https://news.yahoo.com/coronavirus,3051,925D15431A92D20C56A367D63DF25EC3
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-andy-cohen-watch-what-happens-live-20200330-yr4grotyffedrdg5ybebhp7dju-story.html#nt=floating-rec-content,4138,88A269490F2FE8A87B552E85E1539092
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-canadian-pm-justin-trudeau-and-wife-self-isolate-20200312-ixnkwkn4yfcbvl2nywpaezsx7e-story.html#nt=interstitial-manual,5243,10F8CC5FF10FC2E59F0A1A963B9FCAC7
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-new-york-city-victims-20200329-2l7izq7jtzecxg7eb627xx5xvi-story.html#nt=tertiarynavbar&nt=ticker,9980,7A52C9F7A17A429E59D1F6463BA5EE6D
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/,7849,B57A93F919AFE0DBB4305E56FC979E29
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-netherlands-recalls-600000-faulty-face-masks-20200330-o6wnrp55rre7piqmrhtvbs2tei-story.html,4488,4DACB8A4E06698D93BA8EC7FAD639988
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-bill-de-blasio-20200329-ebyymp5jknel7dy63ymjeb4mdu-story.html,6377,0A527E06E4B836280E0BD9E1C0014DE9
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-pregnant-women-pass-covid-baby-possible-20200329-ka532ob3ibg6dllosgprvc55xy-story.html,6001,F84E9C6AEE2252F877CB50DE1AA87F10
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-hong-kong-men-jailed-breaching-quarantine-rules-20200330-pdlts7lzvff5viele4f4pl3xhm-story.html,5840,DCCEE953D42D7D5244A257F86A3C6273
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-placido-domingo-hospital-20200330-5bhuiroqw5ezjewcyz7cniob64-story.html,4969,D82689B5EFDAA0715D21A69750D37FCA
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ct-chicago-cubs-home-opener-honor-doctors-nurses-20200330-rukhkw2lfrdcjc6krqcaaaryzq-story.html#nt=latestnews&rt=chartbeat-flt,6011,BA13BE2F50EFE22EBE5C7FBFAFAC4BBE
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-nypd-shea-20200329-sxyln7lghvc75loosbkhhczrom-story.html,7356,C87B3615AE16C769DA658A6CE924C61F
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-elderly-woman-struck-hospital-social-distancing-20200329-54ffdqhx4jgcncf5l3exa3ybkm-story.html#nt=latestnews&rt=chartbeat-flt,6927,105778424F6C59B323A15915EA125378
version2.0,30/03/2020 11:45,https://www.nydailynews.com/opinion/ny-oped-we-cant-roll-back-bail-reform-now-20200330-x7s57bveq5fz3jou7cj2dvwbsa-story.html#nt=latestnews&rt=chartbeat-flt,7665,9B1D9FF3A4DE8EE23E83CE2141EFD2E9
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-new-york-city-playgrounds-corey-johnson-20200326-uwxbbfthfvfl5pd453cw2a36dm-story.html,5666,CE33E75FB11D4CC53FAB87AFEDA2C902
version1.0,30/03/2020 11:45,https://www.npr.org/podcasts/510355/coronavirusdaily/partials?start=placeholder,7846,949718B8D96AE25C09518C89B3DB904A
version2.0,21/03/2020 11:51,https://finance.yahoo.com/news/heres-how-the-coronavirus-divides-us-115123734.html,11475,C1326B79CE924F9818624830BD6A6924
version2.0,30/03/2020 11:45,https://www.nydailynews.com/coronavirus/ny-coronavirus-8-strains-world-mutations-informative-20200330-foz5jltqyvbu7kd3wxv3zrbw7i-story.html,5663,5DC708B2E5A3243278E12D33F37FB7A3
